id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,two_way_audio,release_year
hikvision-ds-2cd1143g2-liuf-n,Hikvision,DS-2CD1143G2-LIUF,turret,4MP,4,,107h,ir,IP67,false,2023
hikvision-ds-2cd1153g2-liuf,Hikvision,DS-2CD1153G2-LIUF,turret,5MP,5,,107h,ir,IP67,false,2023
hikvision-ds-2cd1183g2-liuf,Hikvision,DS-2CD1183G2-LIUF,turret,4K UHD,8,,107h,ir,IP67,false,2023
hikvision-ds-2cd2023g0-i,Hikvision,DS-2CD2023G0-I,bullet,1080p HD,2,,103h,ir,IP67,false,2019
hikvision-ds-2cd2023g2-iu,Hikvision,DS-2CD2023G2-I(U),bullet,1080p HD,2,,103h,ir,IP67,false,2021
hikvision-ds-2cd2025fwd-i,Hikvision,DS-2CD2025FWD-I,bullet,1080p HD,2,,103h,none,IP67,false,2019
hikvision-ds-2cd2027g2-lu,Hikvision,DS-2CD2027G2-LU,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2027g2h-liu,Hikvision,DS-2CD2027G2H-LI(U),bullet,1080p,2,"1/2.8"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,2024
hikvision-ds-2cd2043g2-i,Hikvision,DS-2CD2043G2-I,bullet,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm) / 84 horizontal (4mm),ir,IP67,false,
hikvision-ds-2cd2043g2-li,Hikvision,DS-2CD2043G2-LI,bullet,4MP,4,"1/3"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2047g2-l,Hikvision,DS-2CD2047G2-L,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",109 horizontal,color,IP67,false,2022
hikvision-ds-2cd2047g2-lu,Hikvision,DS-2CD2047G2-LU,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2047g2-lu-sl-mena,Hikvision,DS-2CD2047G2-LU/SL (MENA),bullet,4MP,4,"1/1.8"" CMOS",102 horizontal,color,IP67,true,2023
hikvision-ds-2cd2047g2h-li,Hikvision,DS-2CD2047G2H-LI,bullet,4MP,4,"1/1.8"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2063g2-li,Hikvision,DS-2CD2063G2-LI,bullet,6MP,6,"1/2.9"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2067g2h-liu,Hikvision,DS-2CD2067G2H-LI(U),bullet,6MP,6,"1/1.7"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,2024
hikvision-ds-2cd2083g2-i,Hikvision,DS-2CD2083G2-I,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2083g2-li,Hikvision,DS-2CD2083G2-LI,bullet,4K UHD,8,"1/2.7"" CMOS",102 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2085g1-i,Hikvision,DS-2CD2085G1-I,bullet,4K UHD,8,"1/2"" Progressive Scan CMOS",102 horizontal (2.8mm) / 84 horizontal (4mm) / 54 horizontal (6mm),ir,IP67,false,
hikvision-ds-2cd2087g2-l,Hikvision,DS-2CD2087G2-L,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",109 horizontal,color,IP67,false,2022
hikvision-ds-2cd2087g2-lu,Hikvision,DS-2CD2087G2-LU,bullet,4K UHD,8,"1/1.2"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2087g2-su,Hikvision,DS-2CD2087G2-SU,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,true,
hikvision-ds-2cd2087g2h-li,Hikvision,DS-2CD2087G2H-LI,bullet,4K UHD,8,"1/1.2"" CMOS",102 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2087g3-li2uy-sl,Hikvision,DS-2CD2087G3-LI2UY/SL,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,true,2025
hikvision-ds-2cd2123g0-is,Hikvision,DS-2CD2123G0-I(S),dome,1080p HD,2,,103h,ir,IP67,false,2019
hikvision-ds-2cd2123g2-i,Hikvision,DS-2CD2123G2-I,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2123g2-iu,Hikvision,DS-2CD2123G2-I(U),dome,1080p HD,2,,103h,ir,IP67,false,2021
hikvision-ds-2cd2143g2-i,Hikvision,DS-2CD2143G2-I,dome,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm) / 84 horizontal (4mm),ir,IP67,false,
hikvision-ds-2cd2143g2-is,Hikvision,DS-2CD2143G2-I(S),dome,4MP,4,,103h,ir,IP67,false,2022
hikvision-ds-2cd2143g2-iu,Hikvision,DS-2CD2143G2-IU,dome,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2143g2-iu-vn,Hikvision,DS-2CD2143G2-IU (Vietnam),dome,4MP,4,"1/1.8"" CMOS",106 horizontal,ir,IP67,false,2022
hikvision-ds-2cd2143g2-li,Hikvision,DS-2CD2143G2-LI,dome,4MP,4,"1/3"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2146g2-isu,Hikvision,DS-2CD2146G2-ISU,dome,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,true,
hikvision-ds-2cd2147g2h-li-su,Hikvision,DS-2CD2147G2H-LI(SU),dome,4MP,4,"1/1.8"" Progressive Scan CMOS",111 horizontal (2.8mm),hybrid,IP67,true,2024
hikvision-ds-2cd2147g2h-liu-eu,Hikvision,DS-2CD2147G2H-LI(U) (EU),dome,4MP,4,"1/1.8"" CMOS",106 horizontal,hybrid,IP67,true,2024
hikvision-ds-2cd2163g2-i,Hikvision,DS-2CD2163G2-I,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2163g2-is,Hikvision,DS-2CD2163G2-I(S),dome,6MP,6,,103h,ir,IP67,false,2022
hikvision-ds-2cd2167g2h-liu,Hikvision,DS-2CD2167G2H-LI(SU),dome,6MP,6,"1/1.7"" CMOS",103 horizontal (2.8mm),hybrid,IP67,true,2024
hikvision-ds-2cd2183g2-iu,Hikvision,DS-2CD2183G2-IU,dome,4K UHD,8,"1/2.7"" CMOS",107 horizontal,ir,IP67,false,2023
hikvision-ds-2cd2183g2-li,Hikvision,DS-2CD2183G2-LI,dome,4K UHD,8,"1/2.7"" CMOS",102 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2185fwd-is,Hikvision,DS-2CD2185FWD-I(S),dome,4K UHD,8,,103h,ir,IP67,false,2020
hikvision-ds-2cd2185g1-i,Hikvision,DS-2CD2185G1-I,dome,4K UHD,8,"1/2"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2187g2h-liu,Hikvision,DS-2CD2187G2H-LI(SU),dome,4K UHD,8,"1/1.2"" CMOS",102 horizontal (2.8mm),hybrid,IP67,true,2024
hikvision-ds-2cd2343g2-li,Hikvision,DS-2CD2343G2-LI,turret,4MP,4,"1/3"" CMOS",103 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2346g2-iu,Hikvision,DS-2CD2346G2-IU,turret,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm) / 84 horizontal (4mm),ir,IP67,false,
hikvision-ds-2cd2346g2p-isu-sl,Hikvision,DS-2CD2346G2P-ISU/SL,dual-lens,4MP Panoramic,4,"Dual 1/2.5"" Progressive Scan CMOS",180 horizontal,ir,IP67,true,
hikvision-ds-2cd2347g2-lu,Hikvision,DS-2CD2347G2-LU,turret,4MP,4,"1/1.8"" Progressive Scan CMOS",103 horizontal (2.8mm) / 84 horizontal (4mm),color,IP67,false,
hikvision-ds-2cd2347g2-lu-latam,Hikvision,DS-2CD2347G2-LU (LATAM),turret,4MP,4,"1/1.8"" CMOS",106 horizontal (2.8mm),color,IP67,false,2022
hikvision-ds-2cd2347g2h-lisu-sl,Hikvision,DS-2CD2347G2H-LISU/SL,turret,4MP,4,"1/1.8"" Progressive Scan CMOS",111 horizontal (2.8mm),hybrid,IP67,true,2024
hikvision-ds-2cd2347g2h-liu,Hikvision,DS-2CD2347G2H-LI(U),turret,4MP,4,"1/1.8"" Progressive Scan CMOS",111 horizontal (2.8mm),hybrid,IP67,false,2024
hikvision-ds-2cd2367g2-l,Hikvision,DS-2CD2367G2-L,dome,6MP,6,"1/1.7"" CMOS",103 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2383g2-i,Hikvision,DS-2CD2383G2-I,turret,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal,ir,IP67,false,
hikvision-ds-2cd2383g2-li,Hikvision,DS-2CD2383G2-LI,turret,4K UHD,8,"1/2.7"" CMOS",102 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2385g1-i,Hikvision,DS-2CD2385G1-I,covert,4K UHD,8,"1/2.7"" CMOS",107 horizontal,ir,IP66,false,2020
hikvision-ds-2cd2386g2-i,Hikvision,DS-2CD2386G2-I,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2386g2-isu-sl2,Hikvision,DS-2CD2386G2-ISU/SL,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,true,
hikvision-ds-2cd2386g2-iu,Hikvision,DS-2CD2386G2-IU,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2387g2-lu,Hikvision,DS-2CD2387G2-LU,turret,4K UHD,8,"1/1.2"" Progressive Scan CMOS",102 horizontal (2.8mm) / 88 horizontal (4mm),color,IP67,false,
hikvision-ds-2cd2387g2-lu-au,Hikvision,DS-2CD2387G2-L(U) (Australia),turret,4K UHD,8,"1/1.2"" CMOS",102 horizontal,color,IP67,false,2022
hikvision-ds-2cd2387g2-lu-mena,Hikvision,DS-2CD2387G2-L(U)K (MENA),turret,4K UHD,8,"1/1.2"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,false,2022
hikvision-ds-2cd2387g2h-liu,Hikvision,DS-2CD2387G2H-LI(U),turret,4K UHD,8,"1/1.2"" CMOS",102 horizontal (2.8mm),hybrid,IP67,true,2024
hikvision-ds-2cd2427g2h-liu,Hikvision,DS-2CD2427G2H-LI(U),dome,4MP,4,"1/1.8"" CMOS",111 horizontal (2.8mm),hybrid,IP67,false,2024
hikvision-ds-2cd2443g2-iw,Hikvision,DS-2CD2443G2-I(W),covert,4MP,4,,110h,ir,IP67,false,2022
hikvision-ds-2cd2447g2-lu,Hikvision,DS-2CD2447G2-LU,turret,4MP,4,"1/1.8"" Progressive Scan CMOS",103 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2526g2-is,Hikvision,DS-2CD2526G2-IS,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,true,
hikvision-ds-2cd2542fwd-is,Hikvision,DS-2CD2542FWD-IS,dome,4MP,4,,103h,ir,IP67,false,2020
hikvision-ds-2cd2543g2-is,Hikvision,DS-2CD2543G2-IS,dome,4MP,4,,103h,ir,IP67,false,2022
hikvision-ds-2cd2543g2-iws,Hikvision,DS-2CD2543G2-IWS,dome,4MP,4,"1/3"" Progressive Scan CMOS",106 horizontal,ir,IP67,true,2023
hikvision-ds-2cd2583g2-izs,Hikvision,DS-2CD2583G2-IZS,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2626g2-izs,Hikvision,DS-2CD2626G2-IZS,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2647g2-lzs,Hikvision,DS-2CD2647G2-LZS,bullet,4MP,4,"1/1.8"" CMOS",95-44 horizontal,color,IP67,false,
hikvision-ds-2cd2683g2-izs,Hikvision,DS-2CD2683G2-IZS,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2726g2-izs,Hikvision,DS-2CD2726G2-IZS,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2743g2-izs,Hikvision,DS-2CD2743G2-IZS,dome,4MP,4,"1/3"" CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2763g2-izs,Hikvision,DS-2CD2763G2-IZS,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2787g3-izs,Hikvision,DS-2CD2787G3-IZS,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108-33 horizontal,ir,IP67,false,2025
hikvision-ds-2cd2823g2-isu,Hikvision,DS-2CD2823G2-ISU,box,1080p,2,"1/2.8"" CMOS",,none,IP30,true,2023
hikvision-ds-2cd2955fwd-is,Hikvision,DS-2CD2955FWD-IS,panoramic,5MP 360°,5,"1/2.5"" CMOS",360 fisheye,ir,IP67,true,2021
hikvision-ds-2cd2983g2-iu,Hikvision,DS-2CD2983G2-IU,fisheye,4K UHD,8,"1/2.7"" Progressive Scan CMOS",360,ir,IP67,false,
hikvision-ds-2cd2h27g2-zs,Hikvision,DS-2CD2H27G2-ZS,bullet,1080p,2,"1/2.8"" CMOS",106-32 horizontal,color,IP67,false,
hikvision-ds-2cd2h43g2-izs-uk,Hikvision,DS-2CD2H43G2-IZS (UK market),bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,2022
hikvision-ds-2cd2h46g2-izs,Hikvision,DS-2CD2H46G2-IZS,bullet,4MP,4,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2h83g2-izs,Hikvision,DS-2CD2H83G2-IZS,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",106-32 horizontal,ir,IP67,false,
hikvision-ds-2cd2h87g2-izs,Hikvision,DS-2CD2H87G2-IZS,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",109-45 horizontal,ir,IP67,true,2023
hikvision-ds-2cd2n43g2-i,Hikvision,DS-2CD2N43G2-I,dome,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2n83g2-i,Hikvision,DS-2CD2N83G2-I,bullet,4K UHD,8,,103h,ir,IP67,false,2022
hikvision-ds-2cd2t23g2-2i,Hikvision,DS-2CD2T23G2-2I,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",107 horizontal,ir,IP67,false,2022
hikvision-ds-2cd2t23g2-4i,Hikvision,DS-2CD2T23G2-4I,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t23g2-4is,Hikvision,DS-2CD2T23G2-4I(S),bullet,1080p HD,2,,103h,ir,IP67,false,2022
hikvision-ds-2cd2t26g2-isu-sl,Hikvision,DS-2CD2T26G2-ISU/SL,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,true,
hikvision-ds-2cd2t43g2-4i,Hikvision,DS-2CD2T43G2-4I,bullet,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t46g2-4i,Hikvision,DS-2CD2T46G2-4I,bullet,4MP,4,"1/3"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t47g2-l,Hikvision,DS-2CD2T47G2-L,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",94 horizontal (4mm lens),color,IP67,false,
hikvision-ds-2cd2t47g2-l-ch,Hikvision,DS-2CD2T47G2-L (Switzerland),bullet,4MP,4,"1/1.8"" CMOS",102 horizontal (2.8mm),color,IP67,false,2022
hikvision-ds-2cd2t47g2-l-mena,Hikvision,DS-2CD2T47G2-L (MENA),bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,false,2022
hikvision-ds-2cd2t47g2-l-sl,Hikvision,DS-2CD2T47G2-L/SL,bullet,4MP,4,"1/1.8"" CMOS",102 horizontal (2.8mm),color,IP67,true,2024
hikvision-ds-2cd2t47g2-l-vn,Hikvision,DS-2CD2T47G2-L (Vietnam),bullet,4MP,4,"1/1.8"" CMOS",102 horizontal (2.8mm),color,IP67,false,2022
hikvision-ds-2cd2t47g2-lse,Hikvision,DS-2CD2T47G2-LSE,bullet,4MP,4,"1/1.8"" CMOS",102 horizontal (2.8mm),color,IP67,true,2023
hikvision-ds-2cd2t47g2-lsu-sl,Hikvision,DS-2CD2T47G2-LSU/SL,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,true,
hikvision-ds-2cd2t47g2h-li,Hikvision,DS-2CD2T47G2H-LI,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,false,2024
hikvision-ds-2cd2t47g2h-liu,Hikvision,DS-2CD2T47G2H-LIU,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,false,
hikvision-ds-2cd2t47g3-izs,Hikvision,DS-2CD2T47G3-IZS,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",108-33 horizontal,ir,IP67,false,2025
hikvision-ds-2cd2t47g3-lis2uy-sl,Hikvision,DS-2CD2T47G3-LIS2UY/SL,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,true,2025
hikvision-ds-2cd2t47g3-liy,Hikvision,DS-2CD2T47G3-LIY,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,true,2025
hikvision-ds-2cd2t63g2-4i,Hikvision,DS-2CD2T63G2-4I,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t67g2-isu-sl,Hikvision,DS-2CD2T67G2-ISU/SL,bullet,6MP,6,"1/2.7"" Progressive Scan CMOS",107 horizontal,ir,IP67,true,2023
hikvision-ds-2cd2t67g2-l,Hikvision,DS-2CD2T67G2-L,bullet,6MP,6,"1/1.7"" CMOS",103 horizontal (2.8mm),color,IP67,false,
hikvision-ds-2cd2t83g2-4i,Hikvision,DS-2CD2T83G2-4I,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t85g1-i8,Hikvision,DS-2CD2T85G1-I8,bullet,4K UHD,8,"1/2"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t86g2-4i,Hikvision,DS-2CD2T86G2-4I,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP67,false,
hikvision-ds-2cd2t87g2-4i,Hikvision,DS-2CD2T87G2-4I,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",109 horizontal,ir,IP67,false,2022
hikvision-ds-2cd2t87g2-l,Hikvision,DS-2CD2T87G2-L,bullet,4K UHD,8,"1/2"" Progressive Scan CMOS",102 horizontal / 52 vertical (2.8mm),color,IP67,false,
hikvision-ds-2cd2t87g2-lsu-sl,Hikvision,DS-2CD2T87G2-LSU/SL,bullet,4K UHD,8,"1/2"" Progressive Scan CMOS",102 horizontal (2.8mm),color,IP67,true,
hikvision-ds-2cd2t87g3-li,Hikvision,DS-2CD2T87G3-LI,bullet,4K UHD,8,"1/1.2"" Progressive Scan CMOS",102 horizontal (2.8mm),hybrid,IP67,false,2025
hikvision-ds-2cd3143g2-iu,Hikvision,DS-2CD3143G2-IU,dome,4MP,4,,103h,ir,IP67,false,2022
hikvision-ds-2cd3347g2-lu,Hikvision,DS-2CD3347G2-LU,turret,4MP,4,,103h,color,IP67,false,2023
hikvision-ds-2cd3387g2-lu,Hikvision,DS-2CD3387G2-LU,turret,4K UHD,8,,103h,color,IP67,false,2023
hikvision-ds-2cd3523g2-is,Hikvision,DS-2CD3523G2-IS,dome,1080p HD,2,,88-34h,ir,IP67,false,2022
hikvision-ds-2cd3t47g2-lzs,Hikvision,DS-2CD3T47G2-LZS,bullet,4MP,4,,103-32h,color,IP67,false,2023
hikvision-ds-2cd3t87g2-lzs,Hikvision,DS-2CD3T87G2-LZS,bullet,4K UHD,8,,103-32h,color,IP67,false,2023
hikvision-ds-2cd6365g0e-ivs,Hikvision,DS-2CD6365G0E-IVS,panoramic,6MP 360°,6,,360 fisheye,ir,IP66,false,2020
hikvision-ds-2cd63c5g1-ivs,Hikvision,DS-2CD63C5G1-IVS,fisheye,12MP,12,"1/1.7"" Progressive Scan CMOS",360,ir,IP66,true,
hikvision-ds-2cd6944g0-ihs,Hikvision,DS-2CD6944G0-IHS,panoramic,4MP × 4 multisensor panoramic,8,,180h,none,IP66,false,2021
hikvision-ds-2cd7a87g0-xzs,Hikvision,DS-2CD7A87G0-XZS,bullet,4K UHD,8,,106-32h,color,IP67,false,2022
hikvision-ds-2ce16d8t-it3f,Hikvision,DS-2CE16D8T-IT3F,bullet,1080p HD,2,,103h,ir,IP67,false,2020
hikvision-ds-2ce16h8t-it3f,Hikvision,DS-2CE16H8T-IT3F,bullet,5MP HD,5,,103h,ir,IP67,false,2020
hikvision-ds-2ce16k0t-itf,Hikvision,DS-2CE16K0T-ITF,bullet,5MP HD,5,,103h,ir,IP66,false,2021
hikvision-ds-2ce76k0t-itmfs,Hikvision,DS-2CE76K0T-ITMFS,turret,5MP HD,5,,103h,ir,IP67,false,2021
hikvision-ds-2ce76k0t-lmfs,Hikvision,DS-2CE76K0T-LMFS,turret,5MP HD,5,,103h,color,IP67,false,2022
hikvision-ds-2de2a204iw-de3-w,Hikvision,DS-2DE2A204IW-DE3/W,ptz,4MP,4,"1/2.7"" Progressive Scan CMOS",103-29 horizontal,ir,IP66,true,
hikvision-ds-2de3a400bw-de,Hikvision,DS-2DE3A400BW-DE,ptz,4MP,4,"1/1.8"" Progressive Scan CMOS",103-31 horizontal,color,IP66,true,
hikvision-ds-2de3a400bwg-e,Hikvision,DS-2DE3A400BWG-E,ptz,4MP,4,"1/1.8"" Progressive Scan CMOS",103-31 horizontal,color,IP66,true,
hikvision-ds-2de3a400bwg-et5,Hikvision,DS-2DE3A400BWG-E(T5),ptz,4MP,4,,56-3h,ir,IP66,false,2022
hikvision-ds-2de4425iw-de,Hikvision,DS-2DE4425IW-DE,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",59.5-2.6 horizontal (wide-tele),ir,IP66,false,
hikvision-ds-2de4425iw-de-t5-india,Hikvision,DS-2DE4425IWG-E (India),ptz,4MP,4,"1/2.8"" CMOS",58-2.8 horizontal (25x zoom),ir,IP66,false,2022
hikvision-ds-2de4425iwg-e-mena,Hikvision,DS-2DE4425IWG-E (MENA),ptz,4MP,4,"1/2.8"" CMOS",58-2.8 horizontal,ir,IP66,false,2022
hikvision-ds-2de4a404iwg-e,Hikvision,DS-2DE4A404IWG-E,ptz,4MP,4,"1/3"" CMOS",94-28 horizontal,ir,IP66,false,2022
hikvision-ds-2de4a425iwg-e,Hikvision,DS-2DE4A425IWG-E,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",59.5-2.6 horizontal,ir,IP66,false,
hikvision-ds-2de5a425iwg-e,Hikvision,DS-2DE5A425IWG-E,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",59.5-2.6 horizontal,ir,IP66,false,
hikvision-ds-2de5a425iwg-eb,Hikvision,DS-2DE5A425IWG-E(B),ptz,4MP,4,"1/2.8"" CMOS",60-2.5h,ir,IP66,false,2022
hikvision-ds-2de7a432iw-aeb,Hikvision,DS-2DE7A432IW-AEB,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",60.6-2.4 horizontal,ir,IP66,true,2023
hikvision-ds-2pt3q27iwx-de,Hikvision,DS-2PT3Q27IWX-DE,dual-lens,4MP panoramic + 2MP PTZ,8,"1/2.7"" CMOS + 1/2.8"" CMOS",180 panoramic + 94-28 PTZ,ir,IP66,false,2023
hikvision-ds-2se4c425mwg-e,Hikvision,DS-2SE4C425MWG-E,ptz,4MP+4MP TandemVu,8,Dual CMOS,60-2.5h,color,IP66,false,2023
hikvision-ds-2se4c430mwg-e,Hikvision,DS-2SE4C430MWG-E,ptz,4MP+4MP TandemVu 30x,8,Dual CMOS,60-2h,ir,IP66,false,2023
hikvision-ds-2xs6a26g0-i,Hikvision,DS-2XS6A26G0-I/CH20S40,bullet,1080p HD,2,,103h,ir,IP67,false,2022
hikvision-ds-2xs6a26g0-solar,Hikvision,DS-2XS6A26G0-I/CH20S40,bullet,1080p HD,2,,103h,ir,IP67,false,2022
hilook-ipc-b140h,HiLook,IPC-B140H,bullet,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2021
hilook-ipc-b180ha-lu,HiLook,IPC-B180HA-LU,bullet,4K UHD,8,"1/2.7"" CMOS",107 horizontal,hybrid,IP67,false,2023
hilook-ipc-b240h,HiLook,IPC-B240H,bullet,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2023
hilook-ipc-b480h,HiLook,IPC-B480H,bullet,4K UHD,8,"1/2.7"" CMOS",103 horizontal (4mm),ir,IP67,false,2022
hilook-ipc-b541h-z,HiLook,IPC-B541H-Z,bullet,4MP,4,"1/2.8"" CMOS",106-32 horizontal,ir,IP67,false,2022
hilook-ipc-b580h-z,HiLook,IPC-B580H-Z,bullet,5MP,5,"1/2.7"" CMOS",110-30 horizontal,ir,IP67,false,2023
hilook-ipc-c220ha-dw,HiLook,IPC-C220HA-D/W,turret,1080p HD,2,CMOS,107 horizontal,ir,IP67,true,2024
hilook-ipc-c340ha-dw,HiLook,IPC-C340HA-D/W,turret,4MP,4,CMOS,107 horizontal,ir,IP67,true,2024
hilook-ipc-d140h,HiLook,IPC-D140H,dome,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2021
hilook-ipc-d140ha-lu,HiLook,IPC-D140HA-LU,dome,4MP,4,CMOS,107 horizontal,color,IP67,false,2024
hilook-ipc-d180h,HiLook,IPC-D180H,dome,4K UHD,8,"1/2.7"" CMOS",107 horizontal,ir,IP67,false,2022
hilook-ipc-d240h,HiLook,IPC-D240H,dome,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2023
hilook-ipc-t140h,HiLook,IPC-T140H,turret,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2021
hilook-ipc-t240h,HiLook,IPC-T240H,turret,4MP,4,"1/2.8"" CMOS",77 horizontal,ir,IP67,false,2020
hilook-ipc-t240ha,HiLook,IPC-T240HA,turret,4MP,4,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2022
hilook-ipc-t280h,HiLook,IPC-T280H,turret,4K UHD,8,"1/2.7"" CMOS",107 horizontal,ir,IP67,false,2022
hilook-ipc-t280ha-lu,HiLook,IPC-T280HA-LU,turret,4K UHD,8,"1/2.7"" CMOS",107 horizontal,hybrid,IP67,false,2024
